occupied,azimuth,elevation,strength,current_score,proposed_score,global_hard_score,canonical_hard_score,canonical_soft_score,current_edges,proposed_edges,current_maximum,proposed_maximum
0,0,75,0.850000,0.305633,0.332356,0.382909,0.346662,0.327020,225,230,259,229.625000
0,0,75,1,0.306350,0.321752,0.380271,0.337188,0.317221,240,245,299,264
0,0,75,1.150000,0.295055,0.317536,0.374643,0.325727,0.314126,249,255,337,299.500000
0,0,75,1.350000,0.300051,0.313207,0.376021,0.337137,0.309965,258,263,390,346.250000
0,30,75,0.650000,0.356445,0.359555,0.413352,0.369497,0.355763,176,192,208,182.625000
0,30,75,0.850000,0.309263,0.321571,0.371932,0.338372,0.313500,216,230,259,229
0,30,75,1,0.296587,0.311085,0.359174,0.326851,0.303727,232,244,299,263.875000
0,30,75,1.150000,0.281090,0.303409,0.345767,0.319019,0.295866,245,257,339,299.625000
0,30,75,1.350000,0.268147,0.303708,0.350530,0.325234,0.296350,262,267,390,345.625000
0,60,75,0.650000,0.357934,0.294219,0.347493,0.313796,0.294698,174,189,202,170.125000
0,60,75,0.850000,0.278677,0.254190,0.311874,0.280694,0.254713,209,221,252,214.375000
0,60,75,1,0.273994,0.244053,0.302906,0.267992,0.242735,222,241,286,246.875000
0,60,75,1.150000,0.246314,0.231391,0.290091,0.263868,0.231116,245,259,321,277.125000
0,60,75,1.350000,0.227506,0.225856,0.279131,0.257937,0.221710,263,270,374,321.250000
0,90,75,0.650000,0.365742,0.279559,0.328063,0.282977,0.268188,181,200,199,155.875000
0,90,75,0.850000,0.310355,0.252904,0.293023,0.264311,0.240952,207,223,246,192.500000
0,90,75,1,0.285247,0.238599,0.277556,0.242309,0.232296,222,239,277,220.875000
0,90,75,1.150000,0.287192,0.225784,0.274833,0.229205,0.222053,240,248,312,246.625000
0,90,75,1.350000,0.279397,0.222526,0.265867,0.219379,0.214892,254,262,354,282.875000
0,120,75,0.650000,0.387454,0.269579,0.314937,0.289996,0.274743,166,188,205,164.250000
0,120,75,0.850000,0.268468,0.226184,0.293097,0.237698,0.235403,204,225,249,206
0,120,75,1,0.235441,0.215565,0.277709,0.220972,0.219786,225,245,286,235.250000
0,120,75,1.150000,0.224791,0.205245,0.253395,0.206290,0.208184,245,257,320,264.875000
0,120,75,1.350000,0.232123,0.194391,0.257403,0.205143,0.202253,264,271,367,308
0,150,75,0.650000,0.367947,0.325068,0.383906,0.332452,0.314820,185,196,208,175.125000
0,150,75,0.850000,0.325712,0.305352,0.373106,0.322720,0.279966,209,226,253,223.500000
0,150,75,1,0.294390,0.296104,0.347065,0.326584,0.271747,227,243,290,252.625000
0,150,75,1.150000,0.304405,0.284913,0.340682,0.329496,0.262320,245,261,328,289.875000
0,150,75,1.350000,0.280387,0.274722,0.319956,0.293343,0.253340,265,274,374,331.125000
0,180,75,0.650000,0.395608,0.371912,0.435779,0.365655,0.361360,186,199,206,181.625000
0,180,75,0.850000,0.359158,0.350423,0.425744,0.339322,0.334930,217,225,255,229.125000
0,180,75,1,0.355329,0.340080,0.412186,0.317218,0.317876,238,249,297,263.250000
0,180,75,1.150000,0.349851,0.334062,0.398306,0.316772,0.314370,247,257,332,297.375000
0,180,75,1.350000,0.319901,0.330991,0.396072,0.309408,0.308543,264,268,386,341.625000
0,210,75,0.650000,0.388901,0.363109,0.432773,0.380597,0.363220,176,194,205,183.625000
0,210,75,0.850000,0.329547,0.323999,0.379564,0.342498,0.317925,218,230,256,232.250000
0,210,75,1,0.313873,0.315958,0.386738,0.323602,0.307307,235,248,289,263.375000
0,210,75,1.150000,0.297881,0.312816,0.370329,0.324998,0.304584,248,257,326,299.250000
0,210,75,1.350000,0.281442,0.312586,0.362176,0.322785,0.299981,266,270,381,349.500000
0,240,75,0.650000,0.357934,0.288212,0.335191,0.350375,0.306898,174,194,201,176.625000
0,240,75,0.850000,0.244067,0.263090,0.296856,0.311340,0.274068,211,228,253,219.250000
0,240,75,1,0.256332,0.253631,0.279282,0.304770,0.263626,236,247,288,251.875000
0,240,75,1.150000,0.248166,0.246837,0.289977,0.280518,0.254559,249,262,326,284.375000
0,240,75,1.350000,0.240990,0.236965,0.269690,0.262419,0.247662,266,276,377,329.375000
0,270,75,0.650000,0.375059,0.284877,0.365714,0.293050,0.276124,181,200,200,158.500000
0,270,75,0.850000,0.330347,0.258590,0.332002,0.264765,0.252062,208,227,248,197.750000
0,270,75,1,0.339418,0.240705,0.322497,0.244566,0.239124,225,242,283,226.625000
0,270,75,1.150000,0.325348,0.234145,0.312235,0.234706,0.230088,242,256,320,255.875000
0,270,75,1.350000,0.298214,0.219691,0.291936,0.224791,0.223865,261,268,365,292.125000
0,300,75,0.650000,0.376384,0.261752,0.290982,0.294152,0.271313,169,193,207,164.750000
0,300,75,0.850000,0.254613,0.236212,0.254552,0.275939,0.250180,202,225,253,202.750000
0,300,75,1,0.219277,0.218264,0.253977,0.265181,0.228242,224,245,295,232.625000
0,300,75,1.150000,0.226307,0.208131,0.252066,0.252833,0.219757,246,259,327,262.875000
0,300,75,1.350000,0.221318,0.200795,0.235895,0.251000,0.212572,264,273,377,304.750000
0,330,75,0.650000,0.328413,0.314965,0.335706,0.359290,0.320662,182,197,211,176.625000
0,330,75,0.850000,0.269510,0.277815,0.301272,0.328655,0.279373,215,227,263,221.250000
0,330,75,1,0.244437,0.270252,0.287776,0.328982,0.270764,231,242,301,251.125000
0,330,75,1.150000,0.246851,0.260161,0.289445,0.315842,0.262597,242,257,336,287.375000
0,330,75,1.350000,0.232008,0.258941,0.285106,0.318075,0.257786,262,272,386,329
1,0,15,0.650000,0.523985,0.492032,0.533979,0.539662,0.486047,129,157,308,255.125000
1,0,15,0.850000,0.500264,0.505071,0.536901,0.549426,0.503037,168,176,388,327.625000
1,0,15,1,0.517745,0.511538,0.552184,0.563925,0.509694,178,184,449,383.250000
1,0,15,1.150000,0.506919,0.515487,0.546341,0.568816,0.514530,184,188,508,435.500000
1,0,15,1.350000,0.509578,0.524219,0.553163,0.572257,0.523967,188,192,584,510.375000
1,30,15,0.650000,0.524378,0.479768,0.524502,0.504161,0.451126,141,155,333,242.375000
1,30,15,0.850000,0.517370,0.474122,0.516360,0.497270,0.458382,164,185,426,314.750000
1,30,15,1,0.507007,0.484361,0.521671,0.494395,0.469411,183,190,491,366
1,30,15,1.150000,0.492049,0.482933,0.518685,0.485652,0.474013,194,198,560,419.375000
1,30,15,1.350000,0.490206,0.485119,0.524653,0.508955,0.479347,201,204,653,493
1,60,15,0.650000,0.476015,0.401095,0.433828,0.421012,0.405926,142,148,289,247.125000
1,60,15,0.850000,0.417415,0.390461,0.411256,0.415258,0.399738,159,170,365,312.125000
1,60,15,1,0.400263,0.384057,0.396383,0.422068,0.394403,174,183,427,357.875000
1,60,15,1.150000,0.395957,0.382159,0.397101,0.421528,0.395399,184,191,486,406
1,60,15,1.350000,0.385522,0.377623,0.388923,0.424531,0.392738,191,200,567,472.750000
1,90,15,0.650000,0.583026,0.490441,0.506510,0.545628,0.516287,113,114,226,218.625000
1,90,15,0.850000,0.527675,0.441771,0.460690,0.477456,0.458477,128,143,286,271.875000
1,90,15,1,0.468635,0.429623,0.438554,0.462781,0.445034,144,150,328,310.125000
1,90,15,1.150000,0.431734,0.421648,0.452073,0.458438,0.435537,154,158,372,351.250000
1,90,15,1.350000,0.398524,0.397795,0.417942,0.435277,0.408057,163,179,432,403.750000
1,120,15,0.650000,0.520295,0.425027,0.447620,0.477077,0.447769,130,142,268,222.750000
1,120,15,0.850000,0.442804,0.387771,0.401754,0.453736,0.412775,151,161,330,281.500000
1,120,15,1,0.376384,0.374951,0.380042,0.435147,0.394096,169,174,377,321.625000
1,120,15,1.150000,0.321033,0.369300,0.389278,0.422145,0.389279,184,184,424,362.375000
1,120,15,1.350000,0.295203,0.355669,0.369267,0.400055,0.370207,191,202,485,418.875000
1,150,15,0.650000,0.472325,0.386909,0.411331,0.447568,0.403768,143,157,306,236.500000
1,150,15,0.850000,0.354244,0.376134,0.412357,0.422829,0.390795,175,181,379,305.875000
1,150,15,1,0.349081,0.365049,0.393867,0.421975,0.382232,188,195,444,358.750000
1,150,15,1.150000,0.349838,0.358233,0.400801,0.411289,0.377989,196,204,505,408.375000
1,150,15,1.350000,0.351747,0.358703,0.394280,0.418820,0.378114,204,207,588,477.625000
1,180,15,0.650000,0.533693,0.476513,0.528981,0.518645,0.492572,130,150,295,250.625000
1,180,15,0.850000,0.522052,0.489977,0.522860,0.520627,0.492809,168,178,379,324.625000
1,180,15,1,0.519924,0.500975,0.532479,0.525449,0.497500,179,185,442,380.125000
1,180,15,1.150000,0.500788,0.508689,0.523108,0.528758,0.501616,185,189,507,437
1,180,15,1.350000,0.520761,0.518092,0.545248,0.544916,0.509002,190,193,591,510.375000
1,210,15,0.650000,0.505535,0.470995,0.511370,0.504606,0.485502,134,148,329,240.250000
1,210,15,0.850000,0.522662,0.481627,0.517030,0.530064,0.494573,159,176,421,313.500000
1,210,15,1,0.513288,0.483213,0.534693,0.510648,0.493190,178,189,489,367.750000
1,210,15,1.150000,0.503844,0.489771,0.528710,0.512516,0.495722,192,198,556,421.125000
1,210,15,1.350000,0.503792,0.492814,0.525534,0.521584,0.500784,199,204,644,496
1,240,15,0.650000,0.476015,0.434343,0.458867,0.460084,0.434916,142,150,287,256.375000
1,240,15,0.850000,0.421523,0.428967,0.443235,0.451339,0.427830,159,164,363,319.875000
1,240,15,1,0.420159,0.417354,0.437136,0.459756,0.421971,168,178,418,367.375000
1,240,15,1.150000,0.386116,0.416326,0.424800,0.462719,0.421462,182,185,475,414.125000
1,240,15,1.350000,0.382431,0.409820,0.417228,0.441536,0.415522,191,200,550,475.750000
1,270,15,0.650000,0.583026,0.540170,0.570471,0.514062,0.516612,113,116,228,221.125000
1,270,15,0.850000,0.516605,0.478444,0.505268,0.471437,0.462512,131,143,287,275.750000
1,270,15,1,0.468635,0.447730,0.474190,0.452090,0.448469,144,152,332,317
1,270,15,1.150000,0.435424,0.428340,0.476637,0.437368,0.437717,153,163,371,354.125000
1,270,15,1.350000,0.378272,0.407870,0.446312,0.421515,0.420428,170,181,433,411.750000
1,300,15,0.650000,0.520295,0.436675,0.433044,0.466597,0.426920,130,143,270,230.250000
1,300,15,0.850000,0.424354,0.408123,0.428038,0.429856,0.401215,156,162,332,284.750000
1,300,15,1,0.391144,0.395898,0.429126,0.399702,0.393629,165,170,381,326.875000
1,300,15,1.150000,0.335793,0.387126,0.396669,0.395593,0.382367,180,181,424,367.125000
1,300,15,1.350000,0.305885,0.374824,0.385507,0.386039,0.371431,190,198,491,422.375000
1,330,15,0.650000,0.472325,0.409592,0.426521,0.487476,0.420526,143,153,306,242.375000
1,330,15,0.850000,0.397200,0.409568,0.432361,0.479179,0.425232,170,181,380,314.125000
1,330,15,1,0.386361,0.404485,0.439140,0.459610,0.423473,189,190,434,365.250000
1,330,15,1.150000,0.383274,0.398576,0.433470,0.449162,0.419271,196,199,495,416.250000
1,330,15,1.350000,0.378652,0.393653,0.428165,0.449203,0.420311,205,207,577,484
1,0,25,0.650000,0.481195,0.430761,0.471368,0.503632,0.440532,156,164,337,280.500000
1,0,25,0.850000,0.486920,0.452479,0.483487,0.526690,0.460282,179,188,426,363.625000
1,0,25,1,0.497976,0.462927,0.493362,0.536681,0.471828,186,201,489,420.125000
1,0,25,1.150000,0.507398,0.469674,0.486942,0.541369,0.480276,202,206,564,486.500000
1,0,25,1.350000,0.500568,0.470869,0.481673,0.536954,0.484103,211,213,651,564.125000
1,30,25,0.650000,0.495008,0.449228,0.504424,0.476386,0.424649,163,169,364,262.125000
1,30,25,0.850000,0.485800,0.444208,0.493979,0.499733,0.432325,181,192,467,340.125000
1,30,25,1,0.446234,0.442904,0.474607,0.496701,0.434771,198,208,538,394.875000
1,30,25,1.150000,0.469094,0.444307,0.481908,0.493491,0.439054,209,213,618,455.500000
1,30,25,1.350000,0.486060,0.449141,0.498852,0.495164,0.445626,216,219,718,532.375000
1,60,25,0.650000,0.387454,0.368666,0.403139,0.410619,0.377988,166,169,308,260.375000
1,60,25,0.850000,0.372220,0.355605,0.376422,0.397577,0.370874,179,187,394,324.500000
1,60,25,1,0.379452,0.360768,0.379747,0.385962,0.366342,190,204,453,374.250000
1,60,25,1.150000,0.372605,0.358487,0.374772,0.388339,0.366407,207,213,515,424.875000
1,60,25,1.350000,0.390356,0.354181,0.393194,0.373693,0.364348,220,223,597,490.250000
1,90,25,0.650000,0.505535,0.426794,0.451249,0.478401,0.436973,134,145,235,231.250000
1,90,25,0.850000,0.413284,0.406291,0.427743,0.437492,0.406071,159,177,292,286.125000
1,90,25,1,0.373305,0.401237,0.423987,0.429456,0.404922,181,185,337,326.375000
1,90,25,1.150000,0.356258,0.396397,0.405165,0.424214,0.389817,185,196,379,367.750000
1,90,25,1.350000,0.374802,0.394627,0.409025,0.428596,0.388702,196,202,442,423.750000
1,120,25,0.650000,0.420664,0.391574,0.420983,0.444458,0.410575,157,165,291,234.875000
1,120,25,0.850000,0.335793,0.362652,0.381141,0.411902,0.375278,180,192,356,292.625000
1,120,25,1,0.293022,0.354921,0.363790,0.406233,0.368496,198,199,409,336.500000
1,120,25,1.150000,0.264699,0.344745,0.351120,0.399622,0.356392,210,212,459,384.500000
1,120,25,1.350000,0.253455,0.338074,0.330418,0.397097,0.348321,220,222,527,436.125000
1,150,25,0.650000,0.402214,0.347676,0.361363,0.409448,0.365746,162,167,321,258
1,150,25,0.850000,0.321033,0.344839,0.364522,0.408325,0.355921,184,195,407,332.875000
1,150,25,1,0.316505,0.344424,0.369574,0.391978,0.355842,198,210,473,387.875000
1,150,25,1.150000,0.328719,0.340351,0.382590,0.389963,0.351892,217,223,538,444.250000
1,150,25,1.350000,0.326850,0.339863,0.389265,0.384405,0.349919,229,228,631,518.125000
1,180,25,0.650000,0.484263,0.424876,0.468009,0.534601,0.464580,153,166,328,279.875000
1,180,25,0.850000,0.494282,0.448656,0.486863,0.516026,0.474084,182,189,424,356.125000
1,180,25,1,0.489191,0.458944,0.503236,0.519728,0.481287,191,203,492,418.125000
1,180,25,1.150000,0.496607,0.464697,0.505506,0.516862,0.484987,205,207,564,479.750000
1,180,25,1.350000,0.506153,0.475227,0.511506,0.521359,0.489991,209,211,660,558.500000
1,210,25,0.650000,0.464095,0.435498,0.472494,0.458579,0.424831,152,162,360,259.375000
1,210,25,0.850000,0.488400,0.441265,0.488240,0.471073,0.432721,174,188,460,335.625000
1,210,25,1,0.478169,0.441142,0.483126,0.461863,0.429975,197,211,535,393.750000
1,210,25,1.150000,0.484922,0.438559,0.482420,0.471908,0.437406,215,217,607,451.375000
1,210,25,1.350000,0.479622,0.443073,0.478719,0.470330,0.442119,222,222,706,526.625000
1,240,25,0.650000,0.405904,0.390456,0.394967,0.430926,0.402951,161,166,305,266.500000
1,240,25,0.850000,0.384068,0.382282,0.399842,0.450363,0.396049,182,187,387,335.375000
1,240,25,1,0.384475,0.385685,0.411215,0.437583,0.391861,192,205,445,383.375000
1,240,25,1.150000,0.391706,0.381939,0.400716,0.429624,0.386329,210,215,507,434.500000
1,240,25,1.350000,0.377115,0.384985,0.400330,0.425494,0.385149,222,222,589,500.875000
1,270,25,0.650000,0.501845,0.449445,0.458600,0.492472,0.441453,135,144,238,236
1,270,25,0.850000,0.413284,0.426974,0.427437,0.455431,0.409048,159,177,293,288.750000
1,270,25,1,0.380996,0.416713,0.435425,0.461554,0.414788,176,187,343,333.875000
1,270,25,1.150000,0.368535,0.408862,0.419635,0.449961,0.407649,189,197,386,374.250000
1,270,25,1.350000,0.368556,0.405521,0.418074,0.440590,0.406731,198,204,450,432.125000
1,300,25,0.650000,0.413284,0.411660,0.436999,0.429288,0.393748,159,161,291,238.750000
1,300,25,0.850000,0.350554,0.377771,0.391326,0.399043,0.371030,176,186,357,298.875000
1,300,25,1,0.316735,0.367675,0.390119,0.397556,0.365219,194,200,410,342.750000
1,300,25,1.150000,0.298465,0.357282,0.373275,0.392942,0.360154,207,209,459,387.375000
1,300,25,1.350000,0.294644,0.347916,0.376249,0.394925,0.355032,218,221,532,446.625000
1,330,25,0.650000,0.383764,0.381646,0.402528,0.447850,0.390543,167,173,323,262.625000
1,330,25,0.850000,0.371464,0.381565,0.392477,0.445760,0.397817,186,192,409,339.625000
1,330,25,1,0.369446,0.377554,0.388657,0.434709,0.394086,200,209,478,397.375000
1,330,25,1.150000,0.367422,0.376019,0.398945,0.429877,0.391116,217,222,543,452.375000
1,330,25,1.350000,0.353770,0.372068,0.389185,0.427742,0.386675,226,227,634,529.625000
1,0,35,0.650000,0.449952,0.388566,0.454509,0.457131,0.400196,159,166,354,289.125000
1,0,35,0.850000,0.459592,0.406703,0.450915,0.475882,0.417855,182,189,443,374.250000
1,0,35,1,0.452681,0.410662,0.458535,0.486040,0.423910,201,201,512,437.625000
1,0,35,1.150000,0.467659,0.416603,0.457665,0.481385,0.429080,208,214,584,501.500000
1,0,35,1.350000,0.467124,0.425329,0.454602,0.496663,0.435435,215,217,681,585.375000
1,30,35,0.650000,0.484160,0.413602,0.485807,0.438010,0.389020,164,175,374,262.625000
1,30,35,0.850000,0.464585,0.415290,0.468878,0.449916,0.396568,195,199,477,338.250000
1,30,35,1,0.467071,0.413590,0.471025,0.445346,0.400266,203,213,554,395.875000
1,30,35,1.150000,0.460341,0.413312,0.470254,0.461220,0.402323,214,219,627,450.750000
1,30,35,1.350000,0.436588,0.411756,0.448910,0.459234,0.405901,222,225,734,529.625000
1,60,35,0.650000,0.405710,0.364348,0.396295,0.380761,0.361009,171,178,324,271.500000
1,60,35,0.850000,0.392554,0.358561,0.398068,0.404709,0.361287,191,198,412,341.375000
1,60,35,1,0.389541,0.350969,0.389831,0.392838,0.359402,198,205,476,391.625000
1,60,35,1.150000,0.372469,0.343885,0.384453,0.391204,0.354949,213,216,542,443.250000
1,60,35,1.350000,0.357216,0.338793,0.371402,0.380753,0.348432,221,228,629,512.125000
1,90,35,0.650000,0.435424,0.421750,0.423703,0.487739,0.418371,153,170,254,243.375000
1,90,35,0.850000,0.363148,0.410709,0.408185,0.457368,0.410256,184,192,313,302.375000
1,90,35,1,0.349831,0.404343,0.405931,0.438696,0.403594,194,202,362,349.500000
1,90,35,1.150000,0.336648,0.400137,0.404826,0.441064,0.399169,203,208,403,392.375000
1,90,35,1.350000,0.340872,0.396305,0.406078,0.429739,0.392087,210,217,465,451.500000
1,120,35,0.650000,0.376384,0.383467,0.382185,0.428037,0.386258,169,174,302,249.500000
1,120,35,0.850000,0.336293,0.363122,0.369159,0.394433,0.369874,192,195,375,308.750000
1,120,35,1,0.339008,0.356959,0.373326,0.405333,0.367335,202,205,431,354.125000
1,120,35,1.150000,0.311111,0.351837,0.364948,0.400502,0.362415,209,210,486,398.500000
1,120,35,1.350000,0.294190,0.344149,0.360369,0.397122,0.357109,215,221,560,460
1,150,35,0.650000,0.398524,0.347866,0.395378,0.411347,0.375084,163,172,335,254
1,150,35,0.850000,0.335658,0.333455,0.359185,0.394309,0.366166,191,200,416,326.500000
1,150,35,1,0.324342,0.332550,0.360921,0.387068,0.361326,203,209,476,383.250000
1,150,35,1.150000,0.325865,0.331915,0.366924,0.382868,0.356861,210,213,540,439
1,150,35,1.350000,0.330541,0.329027,0.378654,0.388656,0.354534,222,228,622,511.875000
1,180,35,0.650000,0.435965,0.391583,0.429085,0.498192,0.417787,157,168,339,287.125000
1,180,35,0.850000,0.433912,0.413123,0.436253,0.493602,0.431761,183,189,438,373
1,180,35,1,0.458208,0.420227,0.446101,0.471932,0.433217,195,197,509,433.375000
1,180,35,1.150000,0.479378,0.429963,0.479622,0.482846,0.437536,203,209,583,498
1,180,35,1.350000,0.485953,0.432522,0.484455,0.472788,0.439524,212,215,677,578.875000
1,210,35,0.650000,0.457424,0.407839,0.444741,0.428664,0.397375,158,174,369,260.875000
1,210,35,0.850000,0.478682,0.410952,0.450809,0.450333,0.403129,184,197,471,336.625000
1,210,35,1,0.450555,0.408995,0.445673,0.444193,0.401189,199,205,548,394.250000
1,210,35,1.150000,0.452768,0.409038,0.440429,0.434419,0.397087,210,215,627,452.625000
1,210,35,1.350000,0.442771,0.410639,0.434862,0.445468,0.401058,222,228,727,528.250000
1,240,35,0.650000,0.398612,0.379919,0.415186,0.442378,0.385075,168,175,323,272.375000
1,240,35,0.850000,0.388450,0.378103,0.406400,0.445797,0.390018,189,195,412,342
1,240,35,1,0.385909,0.368221,0.389700,0.434105,0.384913,203,210,475,392.500000
1,240,35,1.150000,0.373746,0.369117,0.398954,0.417475,0.381498,214,218,542,445.125000
1,240,35,1.350000,0.371408,0.360810,0.395113,0.403975,0.376162,221,228,631,515.375000
1,270,35,0.650000,0.424354,0.414987,0.446560,0.479033,0.434259,156,171,259,250.250000
1,270,35,0.850000,0.378655,0.404054,0.435122,0.448045,0.420456,182,192,317,308.875000
1,270,35,1,0.380885,0.400505,0.433607,0.450832,0.412584,191,201,359,350.250000
1,270,35,1.150000,0.357367,0.394235,0.419198,0.444211,0.407619,202,209,408,397.250000
1,270,35,1.350000,0.349921,0.389070,0.412868,0.440619,0.402487,210,218,468,454.875000
1,300,35,0.650000,0.397724,0.393612,0.452835,0.372861,0.359715,166,174,303,250.500000
1,300,35,0.850000,0.338007,0.382399,0.414061,0.376205,0.348311,190,194,373,308.625000
1,300,35,1,0.340265,0.373719,0.409437,0.368777,0.340970,203,204,432,355.750000
1,300,35,1.150000,0.324442,0.369639,0.403046,0.364366,0.342363,210,214,487,400.125000
1,300,35,1.350000,0.309474,0.365312,0.391741,0.356252,0.342632,219,223,558,458
1,330,35,0.650000,0.424308,0.390123,0.427680,0.416166,0.387896,161,166,334,256
1,330,35,0.850000,0.393993,0.375239,0.419859,0.413332,0.377413,193,200,415,329.250000
1,330,35,1,0.389751,0.367896,0.421058,0.401366,0.372116,204,212,479,386
1,330,35,1.150000,0.370556,0.364429,0.410544,0.401357,0.372007,214,219,542,440.250000
1,330,35,1.350000,0.357444,0.359845,0.399766,0.404447,0.367705,226,229,628,515.250000
1,0,45,0.650000,0.391144,0.347085,0.387142,0.421678,0.364358,165,174,359,271.500000
1,0,45,0.850000,0.415168,0.352566,0.400979,0.419541,0.368788,188,193,457,349.250000
1,0,45,1,0.390749,0.361899,0.402219,0.429943,0.371341,196,201,531,408.250000
1,0,45,1.150000,0.390624,0.369911,0.406240,0.446942,0.378955,206,209,606,468.125000
1,0,45,1.350000,0.401052,0.370693,0.407290,0.437792,0.375022,216,223,702,547.250000
1,30,45,0.650000,0.414558,0.369971,0.412584,0.398374,0.360362,168,174,372,266.250000
1,30,45,0.850000,0.409772,0.368776,0.422126,0.408798,0.361941,187,195,468,333
1,30,45,1,0.421482,0.374407,0.441471,0.405347,0.361741,203,207,549,386.375000
1,30,45,1.150000,0.410033,0.375957,0.450123,0.396202,0.359355,210,219,625,434.750000
1,30,45,1.350000,0.409024,0.379275,0.425932,0.395414,0.359481,220,227,725,503
1,60,45,0.650000,0.391144,0.347886,0.374849,0.397356,0.361428,165,175,318,275.500000
1,60,45,0.850000,0.335283,0.344289,0.370479,0.380942,0.356657,188,198,405,346.250000
1,60,45,1,0.323974,0.340476,0.354741,0.391560,0.356133,202,208,468,398.625000
1,60,45,1.150000,0.310546,0.331655,0.349547,0.385972,0.350843,209,219,535,452.500000
1,60,45,1.350000,0.322269,0.330163,0.364754,0.399864,0.345953,218,224,622,523.250000
1,90,45,0.650000,0.407525,0.429697,0.439986,0.467059,0.433191,173,184,288,256
1,90,45,0.850000,0.368965,0.419546,0.424314,0.458560,0.425192,191,201,356,315.375000
1,90,45,1,0.348495,0.414198,0.409307,0.470229,0.422364,199,204,408,361.625000
1,90,45,1.150000,0.354297,0.411345,0.413479,0.472296,0.419405,207,212,453,409
1,90,45,1.350000,0.360012,0.407607,0.406593,0.469012,0.418598,213,221,525,471.500000
1,120,45,0.650000,0.391912,0.384812,0.407880,0.416493,0.394766,173,177,308,260.500000
1,120,45,0.850000,0.377404,0.373443,0.405298,0.411977,0.386050,188,198,382,320.750000
1,120,45,1,0.359706,0.369169,0.404176,0.407366,0.380576,202,204,439,369
1,120,45,1.150000,0.354208,0.367035,0.392745,0.405544,0.378875,210,214,496,416.625000
1,120,45,1.350000,0.339261,0.363521,0.386770,0.399610,0.377579,216,225,572,480.125000
1,150,45,0.650000,0.398524,0.368189,0.426180,0.426368,0.377977,163,171,333,246.750000
1,150,45,0.850000,0.372574,0.357352,0.395072,0.415697,0.373045,185,195,418,308
1,150,45,1,0.347163,0.348045,0.375368,0.416448,0.368544,197,209,483,351.250000
1,150,45,1.150000,0.334346,0.345586,0.361669,0.414729,0.365955,209,219,545,397.125000
1,150,45,1.350000,0.330548,0.342055,0.349409,0.418084,0.363235,223,228,636,465
1,180,45,0.650000,0.403355,0.355616,0.389560,0.443358,0.385229,165,175,353,271.500000
1,180,45,0.850000,0.406493,0.362833,0.409895,0.464311,0.393896,188,192,450,351.750000
1,180,45,1,0.397097,0.365873,0.407480,0.478505,0.393555,194,199,525,409.250000
1,180,45,1.150000,0.417792,0.372683,0.414168,0.463878,0.394235,203,206,598,468.500000
1,180,45,1.350000,0.418485,0.378516,0.421776,0.462867,0.400726,210,214,696,549.375000
1,210,45,0.650000,0.406508,0.385378,0.411053,0.419616,0.389374,165,172,361,264.125000
1,210,45,0.850000,0.426706,0.388097,0.417390,0.434068,0.388774,182,190,464,335
1,210,45,1,0.415166,0.386016,0.413042,0.420236,0.383626,198,206,541,382.250000
1,210,45,1.150000,0.420132,0.386585,0.430514,0.412941,0.383188,208,217,617,435.625000
1,210,45,1.350000,0.434636,0.388397,0.443441,0.407701,0.383215,220,226,720,509
1,240,45,0.650000,0.387454,0.356989,0.397712,0.421268,0.381954,166,175,321,277.875000
1,240,45,0.850000,0.369931,0.347363,0.390858,0.425452,0.377044,187,199,409,350.250000
1,240,45,1,0.361123,0.347757,0.386710,0.431879,0.374423,199,206,473,402.375000
1,240,45,1.150000,0.355034,0.344381,0.380326,0.439619,0.371999,210,215,535,452.500000
1,240,45,1.350000,0.354038,0.339480,0.376363,0.410302,0.365605,215,223,626,526.625000
1,270,45,0.650000,0.424396,0.426905,0.461663,0.465373,0.440421,176,185,297,256.625000
1,270,45,0.850000,0.398292,0.422426,0.453288,0.471624,0.434418,191,195,364,319.500000
1,270,45,1,0.390994,0.417660,0.438895,0.460154,0.422876,197,205,420,364.875000
1,270,45,1.150000,0.392392,0.414050,0.448094,0.450738,0.418063,204,213,474,413.500000
1,270,45,1.350000,0.380853,0.412272,0.439889,0.453447,0.411933,213,219,541,475.125000
1,300,45,0.650000,0.374443,0.408097,0.448552,0.448888,0.399520,173,177,313,264.250000
1,300,45,0.850000,0.339153,0.394837,0.427582,0.419904,0.378801,190,195,386,324.750000
1,300,45,1,0.342432,0.387174,0.425605,0.395757,0.367936,199,206,444,373.375000
1,300,45,1.150000,0.342106,0.387625,0.419856,0.393292,0.364725,204,210,496,417.250000
1,300,45,1.350000,0.322602,0.371421,0.412816,0.379896,0.349934,214,225,573,481.750000
1,330,45,0.650000,0.402214,0.375643,0.395362,0.406242,0.360163,162,170,334,246.625000
1,330,45,0.850000,0.397294,0.375914,0.405765,0.403673,0.364513,189,197,427,307.500000
1,330,45,1,0.390703,0.370141,0.410026,0.400911,0.360108,201,211,491,354.750000
1,330,45,1.150000,0.378123,0.370377,0.402798,0.409868,0.362168,210,221,554,402.125000
1,330,45,1.350000,0.371162,0.369670,0.394244,0.408480,0.363301,224,230,640,466
1,0,60,0.650000,0.409594,0.323563,0.363531,0.370742,0.338676,160,168,342,262.750000
1,0,60,0.850000,0.334713,0.316500,0.363151,0.373134,0.334645,181,183,431,329.125000
1,0,60,1,0.335310,0.313621,0.360930,0.376171,0.334689,191,193,494,377.500000
